id,order_id,entity,amount,currency,status,method,captured,email,contact,customer_id,bank,error_code,error_description,error_source,error_step,error_reason,root_cause,created_at,attempt_number,previous_success_rate,previous_failure_rate,upi_success_rate,card_success_rate,time_since_last_attempt_min,hour,day_of_week,checkout_duration_sec,customer_value_tier,recovered,recovery_action
pay_00000000000177,order_00000000000177,payment,107632,INR,failed,card,False,customer177@example.com,+919897043518,cust_0000000177,SBIN,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1788197969,1,0.705,0.295,0.598,0.866,0,15,3,38,low,1,switch_to_upi
pay_00000000000178,order_00000000000178,payment,3760323,INR,failed,card,False,customer178@example.com,+919810885526,cust_0000000178,KKBK,GATEWAY_ERROR,Payment failed because of insufficient funds in the account.,customer,payment_authorization,insufficient_funds,CARD_FAILURE,1788048051,1,0.619,0.381,0.735,0.5,0,15,6,261,high,0,switch_to_upi
pay_00000000000179,order_00000000000179,payment,108503,INR,failed,upi,False,customer179@example.com,+919813012656,cust_0000000179,,BAD_REQUEST_ERROR,Authentication failed due to incorrect otp.,customer,payment_authentication,incorrect_otp,USER_ABANDONMENT,1787608899,1,0.48,0.52,0.782,0.195,0,18,1,346,low,0,send_reminder
pay_00000000000180,order_00000000000180,payment,447223,INR,failed,card,False,customer180@example.com,+919865132193,cust_0000000180,KKBK,BAD_REQUEST_ERROR,Authentication failed due to incorrect otp.,customer,payment_authentication,incorrect_otp,USER_ABANDONMENT,1788032348,2,0.712,0.288,0.474,0.858,1973,14,4,256,mid,1,send_reminder
pay_00000000000181,order_00000000000181,payment,2054610,INR,failed,upi,False,customer181@example.com,+919890505645,cust_0000000181,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1788467195,1,0.5,0.5,0.466,0.612,0,3,1,258,high,0,retry
pay_00000000000182,order_00000000000182,payment,390633,INR,failed,card,False,customer182@example.com,+919867108220,cust_0000000182,ICIC,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1787563401,3,0.382,0.618,0.745,0.034,2854,11,4,394,mid,0,escalate
pay_00000000000183,order_00000000000183,payment,105792,INR,failed,card,False,customer183@example.com,+919888567056,cust_0000000183,SBIN,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1787534943,1,0.58,0.42,0.782,0.363,0,11,0,94,low,1,switch_to_upi
pay_00000000000184,order_00000000000184,payment,60193,INR,failed,card,False,customer184@example.com,+919869940949,cust_0000000184,PUNB,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1787952309,2,0.515,0.485,0.573,0.482,488,23,1,352,low,0,switch_to_upi
pay_00000000000185,order_00000000000185,payment,606526,INR,failed,card,False,customer185@example.com,+919861583363,cust_0000000185,UTIB,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1786055768,2,0.622,0.378,0.353,0.831,328,8,1,204,mid,1,retry
pay_00000000000186,order_00000000000186,payment,122755,INR,failed,upi,False,customer186@example.com,+919897915178,cust_0000000186,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1788629722,1,0.899,0.101,0.92,0.791,0,5,5,33,low,1,retry
pay_00000000000187,order_00000000000187,payment,761248,INR,failed,emi,False,customer187@example.com,+919871036720,cust_0000000187,,GATEWAY_ERROR,Payment failed because of insufficient funds in the account.,customer,payment_authorization,insufficient_funds,CARD_FAILURE,1786936610,1,0.611,0.389,0.295,0.844,0,8,1,325,mid,0,retry
pay_00000000000188,order_00000000000188,payment,2840723,INR,failed,card,False,customer188@example.com,+919874688940,cust_0000000188,HDFC,GATEWAY_ERROR,Payment failed because of insufficient funds in the account.,customer,payment_authorization,insufficient_funds,CARD_FAILURE,1787549552,2,0.619,0.381,0.784,0.439,2404,14,5,250,high,0,switch_to_upi
pay_00000000000189,order_00000000000189,payment,108302,INR,failed,card,False,customer189@example.com,+919887002404,cust_0000000189,SBIN,SERVER_ERROR,The service was temporarily unavailable.,gateway,payment_processing,internal_error,NETWORK_TIMEOUT,1787864273,1,0.621,0.379,0.479,0.696,0,5,3,175,low,1,retry
pay_00000000000190,order_00000000000190,payment,33983,INR,failed,wallet,False,customer190@example.com,+919859821155,cust_0000000190,,GATEWAY_ERROR,Payment was flagged and declined by risk checks.,business,payment_authorization,risk_check_failed,RETRY_LIMIT,1787307972,2,0.638,0.362,0.585,0.742,174,19,0,292,low,0,retry
pay_00000000000191,order_00000000000191,payment,109959,INR,failed,upi,False,customer191@example.com,+919811129926,cust_0000000191,,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1788581350,1,0.646,0.354,0.901,0.382,0,22,4,250,low,1,retry
pay_00000000000192,order_00000000000192,payment,540394,INR,failed,card,False,customer192@example.com,+919887295013,cust_0000000192,PUNB,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1787672248,1,0.599,0.401,0.782,0.448,0,8,3,107,mid,1,switch_to_upi
pay_00000000000193,order_00000000000193,payment,137082,INR,failed,netbanking,False,customer193@example.com,+919816403434,cust_0000000193,UTIB,GATEWAY_ERROR,Payment was flagged and declined by risk checks.,business,payment_authorization,risk_check_failed,RETRY_LIMIT,1788215796,1,0.366,0.634,0.58,0.251,0,9,2,302,low,0,retry
pay_00000000000194,order_00000000000194,payment,35890,INR,failed,upi,False,customer194@example.com,+919848199537,cust_0000000194,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1787141491,1,0.604,0.396,0.58,0.541,0,18,5,347,low,1,retry
pay_00000000000195,order_00000000000195,payment,224809,INR,failed,card,False,customer195@example.com,+919845899536,cust_0000000195,KKBK,GATEWAY_ERROR,Payment was unsuccessful due to a temporary issue.,gateway,payment_processing,gateway_timeout,NETWORK_TIMEOUT,1786972267,2,0.612,0.388,0.528,0.712,1298,10,1,175,mid,1,retry
pay_00000000000196,order_00000000000196,payment,41877,INR,failed,card,False,customer196@example.com,+919863286118,cust_0000000196,KKBK,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1788281746,2,0.573,0.427,0.538,0.52,221,2,3,295,low,1,retry
pay_00000000000197,order_00000000000197,payment,4719102,INR,failed,card,False,customer197@example.com,+919882381952,cust_0000000197,ICIC,SERVER_ERROR,The service was temporarily unavailable.,gateway,payment_processing,internal_error,NETWORK_TIMEOUT,1786152802,1,0.657,0.343,0.681,0.725,0,8,4,242,high,1,retry
pay_00000000000198,order_00000000000198,payment,54053,INR,failed,upi,False,customer198@example.com,+919872974683,cust_0000000198,,GATEWAY_ERROR,Payment was declined by the issuing bank/gateway.,gateway,payment_authorization,payment_declined,BANK_DECLINE,1786386559,1,0.722,0.278,0.752,0.632,0,0,4,84,low,1,retry
pay_00000000000199,order_00000000000199,payment,116615,INR,failed,card,False,customer199@example.com,+919879338228,cust_0000000199,KKBK,BAD_REQUEST_ERROR,Authentication failed due to incorrect otp.,customer,payment_authentication,incorrect_otp,USER_ABANDONMENT,1787490642,1,0.78,0.22,0.759,0.788,0,8,0,231,low,0,send_reminder
pay_00000000000200,order_00000000000200,payment,22542,INR,failed,card,False,customer200@example.com,+919868843284,cust_0000000200,PUNB,SERVER_ERROR,The service was temporarily unavailable.,gateway,payment_processing,internal_error,NETWORK_TIMEOUT,1788596516,2,0.594,0.406,0.653,0.58,1156,0,1,67,low,1,retry
pay_00000000000201,order_00000000000201,payment,4091872,INR,failed,card,False,customer201@example.com,+919843565097,cust_0000000201,UTIB,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1788578013,2,0.59,0.41,0.382,0.832,788,17,3,107,high,0,retry
pay_00000000000202,order_00000000000202,payment,62344,INR,failed,card,False,customer202@example.com,+919836672234,cust_0000000202,SBIN,SERVER_ERROR,The service was temporarily unavailable.,gateway,payment_processing,internal_error,NETWORK_TIMEOUT,1788412456,2,0.612,0.388,0.498,0.732,1972,16,0,144,low,1,retry
pay_00000000000203,order_00000000000203,payment,775173,INR,failed,card,False,customer203@example.com,+919893033107,cust_0000000203,SBIN,GATEWAY_ERROR,Payment failed because of insufficient funds in the account.,customer,payment_authorization,insufficient_funds,CARD_FAILURE,1788379049,1,0.376,0.624,0.307,0.544,0,2,1,95,mid,1,retry
pay_00000000000204,order_00000000000204,payment,37659,INR,failed,card,False,customer204@example.com,+919875779034,cust_0000000204,ICIC,GATEWAY_ERROR,Payment was flagged and declined by risk checks.,business,payment_authorization,risk_check_failed,RETRY_LIMIT,1786254007,2,0.646,0.354,0.69,0.663,1208,22,3,301,low,0,retry
pay_00000000000205,order_00000000000205,payment,344546,INR,failed,upi,False,customer205@example.com,+919818501586,cust_0000000205,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1786370379,1,0.602,0.398,0.538,0.693,0,11,6,332,mid,1,retry
pay_00000000000206,order_00000000000206,payment,34031,INR,failed,netbanking,False,customer206@example.com,+919898304696,cust_0000000206,UTIB,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1786425472,1,0.439,0.561,0.442,0.348,0,1,4,343,low,0,retry
pay_00000000000207,order_00000000000207,payment,735126,INR,failed,card,False,customer207@example.com,+919815456373,cust_0000000207,PUNB,GATEWAY_ERROR,Payment failed because of insufficient funds in the account.,customer,payment_authorization,insufficient_funds,CARD_FAILURE,1788335697,1,0.519,0.481,0.874,0.098,0,22,0,330,mid,1,switch_to_upi
pay_00000000000208,order_00000000000208,payment,585352,INR,failed,upi,False,customer208@example.com,+919823972387,cust_0000000208,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1787931278,3,0.391,0.609,0.242,0.525,2878,11,5,249,mid,0,escalate
pay_00000000000209,order_00000000000209,payment,91516,INR,failed,netbanking,False,customer209@example.com,+919870062404,cust_0000000209,UTIB,SERVER_ERROR,The service was temporarily unavailable.,gateway,payment_processing,internal_error,NETWORK_TIMEOUT,1788630106,1,0.55,0.45,0.45,0.584,0,23,2,199,low,0,retry
pay_00000000000210,order_00000000000210,payment,748388,INR,failed,upi,False,customer210@example.com,+919845566111,cust_0000000210,,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1787091269,1,0.814,0.186,0.833,0.758,0,1,3,197,mid,1,retry
pay_00000000000211,order_00000000000211,payment,1599971,INR,failed,upi,False,customer211@example.com,+919887347488,cust_0000000211,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1787030606,1,0.621,0.379,0.472,0.774,0,20,2,34,high,0,retry
pay_00000000000212,order_00000000000212,payment,59948,INR,failed,card,False,customer212@example.com,+919839634895,cust_0000000212,ICIC,GATEWAY_ERROR,Payment failed because of insufficient funds in the account.,customer,payment_authorization,insufficient_funds,CARD_FAILURE,1788419031,2,0.414,0.586,0.272,0.653,1339,17,4,91,low,1,retry
pay_00000000000213,order_00000000000213,payment,286708,INR,failed,upi,False,customer213@example.com,+919886682706,cust_0000000213,,GATEWAY_ERROR,Payment was flagged and declined by risk checks.,business,payment_authorization,risk_check_failed,RETRY_LIMIT,1787808426,1,0.603,0.397,0.941,0.313,0,17,1,264,mid,0,retry
pay_00000000000214,order_00000000000214,payment,469625,INR,failed,card,False,customer214@example.com,+919869118000,cust_0000000214,HDFC,GATEWAY_ERROR,Payment failed because of insufficient funds in the account.,customer,payment_authorization,insufficient_funds,CARD_FAILURE,1787651600,1,0.613,0.387,0.715,0.573,0,19,6,241,mid,1,switch_to_upi
pay_00000000000215,order_00000000000215,payment,90517,INR,failed,card,False,customer215@example.com,+919893623280,cust_0000000215,PUNB,SERVER_ERROR,The service was temporarily unavailable.,gateway,payment_processing,internal_error,NETWORK_TIMEOUT,1788038072,1,0.766,0.234,0.74,0.801,0,16,6,147,low,1,retry
pay_00000000000216,order_00000000000216,payment,527717,INR,failed,upi,False,customer216@example.com,+919861096850,cust_0000000216,,GATEWAY_ERROR,Payment was declined by the issuing bank/gateway.,gateway,payment_authorization,payment_declined,BANK_DECLINE,1786497954,1,0.709,0.291,0.873,0.456,0,9,6,347,mid,1,retry
pay_00000000000217,order_00000000000217,payment,663731,INR,failed,emi,False,customer217@example.com,+919893917080,cust_0000000217,,GATEWAY_ERROR,Payment was unsuccessful due to a temporary issue.,gateway,payment_processing,gateway_timeout,NETWORK_TIMEOUT,1787362878,1,0.201,0.799,0.139,0.358,0,0,2,365,mid,1,retry
pay_00000000000218,order_00000000000218,payment,145908,INR,failed,card,False,customer218@example.com,+919851927304,cust_0000000218,KKBK,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1787249806,1,0.685,0.315,0.442,0.896,0,7,4,93,low,1,retry
pay_00000000000219,order_00000000000219,payment,2125802,INR,failed,card,False,customer219@example.com,+919825889673,cust_0000000219,ICIC,GATEWAY_ERROR,Payment failed because of insufficient funds in the account.,customer,payment_authorization,insufficient_funds,CARD_FAILURE,1787298826,1,0.471,0.529,0.585,0.275,0,2,4,287,high,0,switch_to_upi
pay_00000000000220,order_00000000000220,payment,2737024,INR,failed,upi,False,customer220@example.com,+919820667011,cust_0000000220,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1786631912,1,0.484,0.516,0.306,0.735,0,7,1,366,high,1,retry
pay_00000000000221,order_00000000000221,payment,2666920,INR,failed,card,False,customer221@example.com,+919875759022,cust_0000000221,PUNB,BAD_REQUEST_ERROR,Authentication failed due to incorrect otp.,customer,payment_authentication,incorrect_otp,USER_ABANDONMENT,1787268215,3,0.735,0.265,0.619,0.87,1800,6,0,105,high,0,escalate
pay_00000000000222,order_00000000000222,payment,34328,INR,failed,netbanking,False,customer222@example.com,+919815268263,cust_0000000222,KKBK,GATEWAY_ERROR,Payment was declined by the issuing bank/gateway.,gateway,payment_authorization,payment_declined,BANK_DECLINE,1787006062,2,0.457,0.543,0.466,0.42,1621,7,4,290,low,0,retry
pay_00000000000223,order_00000000000223,payment,636097,INR,failed,upi,False,customer223@example.com,+919888577462,cust_0000000223,,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1786339129,1,0.652,0.348,0.855,0.426,0,23,4,72,mid,1,retry
pay_00000000000224,order_00000000000224,payment,279545,INR,failed,card,False,customer224@example.com,+919861551334,cust_0000000224,PUNB,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1786484842,3,0.74,0.26,0.628,0.814,1487,22,3,339,mid,1,escalate
pay_00000000000225,order_00000000000225,payment,617935,INR,failed,upi,False,customer225@example.com,+919843971980,cust_0000000225,,GATEWAY_ERROR,Payment was unsuccessful due to a temporary issue.,gateway,payment_processing,gateway_timeout,NETWORK_TIMEOUT,1788579723,1,0.723,0.277,0.915,0.62,0,3,1,118,mid,1,retry
pay_00000000000226,order_00000000000226,payment,91741,INR,failed,upi,False,customer226@example.com,+919829511823,cust_0000000226,,GATEWAY_ERROR,Payment was declined by the issuing bank/gateway.,gateway,payment_authorization,payment_declined,BANK_DECLINE,1788494896,2,0.644,0.356,0.99,0.383,2676,5,1,43,low,1,retry
pay_00000000000227,order_00000000000227,payment,527685,INR,failed,upi,False,customer227@example.com,+919819082067,cust_0000000227,,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1786838600,1,0.702,0.298,0.857,0.49,0,9,2,203,mid,0,retry
pay_00000000000228,order_00000000000228,payment,4857259,INR,failed,upi,False,customer228@example.com,+919844850980,cust_0000000228,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1786427276,2,0.451,0.549,0.423,0.568,2494,22,2,233,high,0,retry
pay_00000000000229,order_00000000000229,payment,35493,INR,failed,upi,False,customer229@example.com,+919865650977,cust_0000000229,,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1786894312,1,0.562,0.438,0.727,0.45,0,23,6,121,low,1,retry
pay_00000000000230,order_00000000000230,payment,63684,INR,failed,upi,False,customer230@example.com,+919855357116,cust_0000000230,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1786621401,2,0.766,0.234,0.577,0.945,795,19,0,104,low,1,retry
pay_00000000000231,order_00000000000231,payment,732145,INR,failed,wallet,False,customer231@example.com,+919857458790,cust_0000000231,,BAD_REQUEST_ERROR,Authentication failed due to incorrect otp.,customer,payment_authentication,incorrect_otp,USER_ABANDONMENT,1788353209,1,0.593,0.407,0.656,0.462,0,18,5,184,mid,0,send_reminder
pay_00000000000232,order_00000000000232,payment,74246,INR,failed,emi,False,customer232@example.com,+919850576475,cust_0000000232,,BAD_REQUEST_ERROR,Authentication failed due to incorrect otp.,customer,payment_authentication,incorrect_otp,USER_ABANDONMENT,1787896870,1,0.271,0.729,0.237,0.263,0,11,3,169,low,1,send_reminder
pay_00000000000233,order_00000000000233,payment,1913312,INR,failed,card,False,customer233@example.com,+919880107942,cust_0000000233,HDFC,BAD_REQUEST_ERROR,Authentication failed due to incorrect otp.,customer,payment_authentication,incorrect_otp,USER_ABANDONMENT,1788613688,3,0.785,0.215,0.902,0.74,1588,23,0,250,high,0,escalate
pay_00000000000234,order_00000000000234,payment,612543,INR,failed,card,False,customer234@example.com,+919893610257,cust_0000000234,KKBK,BAD_REQUEST_ERROR,Customer did not complete OTP authentication in time.,customer,payment_authentication,otp_timeout,USER_ABANDONMENT,1786474800,1,0.239,0.761,0.129,0.409,0,4,1,155,mid,1,send_reminder
pay_00000000000235,order_00000000000235,payment,23800,INR,failed,card,False,customer235@example.com,+919834022690,cust_0000000235,PUNB,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1786130612,1,0.812,0.188,0.627,0.919,0,12,0,59,low,1,retry
pay_00000000000236,order_00000000000236,payment,288197,INR,failed,netbanking,False,customer236@example.com,+919872464469,cust_0000000236,UTIB,GATEWAY_ERROR,Payment was flagged and declined by risk checks.,business,payment_authorization,risk_check_failed,RETRY_LIMIT,1787659131,3,0.402,0.598,0.583,0.305,2804,3,3,173,mid,0,escalate
pay_00000000000237,order_00000000000237,payment,34796,INR,failed,wallet,False,customer237@example.com,+919827098533,cust_0000000237,,GATEWAY_ERROR,Payment was flagged and declined by risk checks.,business,payment_authorization,risk_check_failed,RETRY_LIMIT,1786500431,1,0.398,0.602,0.419,0.413,0,5,2,193,low,0,retry
pay_00000000000238,order_00000000000238,payment,3658117,INR,failed,card,False,customer238@example.com,+919868432185,cust_0000000238,KKBK,BAD_REQUEST_ERROR,Authentication failed due to incorrect otp.,customer,payment_authentication,incorrect_otp,USER_ABANDONMENT,1787195632,1,0.802,0.198,0.73,0.85,0,22,4,235,high,0,send_reminder
pay_00000000000239,order_00000000000239,payment,145289,INR,failed,upi,False,customer239@example.com,+919896568973,cust_0000000239,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1788373051,2,0.701,0.299,0.898,0.492,1553,3,5,320,low,1,retry
pay_00000000000240,order_00000000000240,payment,3687900,INR,failed,card,False,customer240@example.com,+919827120235,cust_0000000240,SBIN,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1788369158,2,0.815,0.185,0.81,0.856,2091,18,0,328,high,1,retry
pay_00000000000241,order_00000000000241,payment,91449,INR,failed,card,False,customer241@example.com,+919858357021,cust_0000000241,UTIB,GATEWAY_ERROR,Payment was flagged and declined by risk checks.,business,payment_authorization,risk_check_failed,RETRY_LIMIT,1787983883,1,0.498,0.502,0.426,0.606,0,4,1,299,low,0,retry
pay_00000000000242,order_00000000000242,payment,4371065,INR,failed,upi,False,customer242@example.com,+919870404120,cust_0000000242,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1787017316,3,0.604,0.396,0.233,0.914,1738,5,3,275,high,0,escalate
pay_00000000000243,order_00000000000243,payment,536482,INR,failed,upi,False,customer243@example.com,+919880653292,cust_0000000243,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1787458953,4,0.503,0.497,0.31,0.722,582,15,5,55,mid,0,escalate
pay_00000000000244,order_00000000000244,payment,65029,INR,failed,upi,False,customer244@example.com,+919854495054,cust_0000000244,,GATEWAY_ERROR,Payment was flagged and declined by risk checks.,business,payment_authorization,risk_check_failed,RETRY_LIMIT,1786865057,1,0.867,0.133,0.846,0.829,0,14,4,255,low,0,retry
pay_00000000000245,order_00000000000245,payment,116649,INR,failed,card,False,customer245@example.com,+919847292234,cust_0000000245,SBIN,GATEWAY_ERROR,Payment was flagged and declined by risk checks.,business,payment_authorization,risk_check_failed,RETRY_LIMIT,1788075019,2,0.535,0.465,0.29,0.766,315,2,1,273,low,0,retry
pay_00000000000246,order_00000000000246,payment,43699,INR,failed,card,False,customer246@example.com,+919865424925,cust_0000000246,UTIB,GATEWAY_ERROR,Payment failed because of insufficient funds in the account.,customer,payment_authorization,insufficient_funds,CARD_FAILURE,1787632903,2,0.581,0.419,0.549,0.677,632,2,1,319,low,0,switch_to_upi
pay_00000000000247,order_00000000000247,payment,4072148,INR,failed,upi,False,customer247@example.com,+919870239684,cust_0000000247,,GATEWAY_ERROR,Payment was flagged and declined by risk checks.,business,payment_authorization,risk_check_failed,RETRY_LIMIT,1787028685,3,0.498,0.502,0.771,0.229,1781,8,1,286,high,1,escalate
pay_00000000000248,order_00000000000248,payment,403542,INR,failed,upi,False,customer248@example.com,+919852046364,cust_0000000248,,SERVER_ERROR,The service was temporarily unavailable.,gateway,payment_processing,internal_error,NETWORK_TIMEOUT,1786334073,1,0.534,0.466,0.456,0.581,0,10,5,368,mid,0,retry
pay_00000000000249,order_00000000000249,payment,1821649,INR,failed,card,False,customer249@example.com,+919896960449,cust_0000000249,KKBK,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1787855951,2,0.626,0.374,0.375,0.965,533,2,6,324,high,1,retry
pay_00000000000250,order_00000000000250,payment,41229,INR,failed,netbanking,False,customer250@example.com,+919845522715,cust_0000000250,ICIC,GATEWAY_ERROR,Payment was declined by the issuing bank/gateway.,gateway,payment_authorization,payment_declined,BANK_DECLINE,1786783022,2,0.676,0.324,0.606,0.665,247,12,3,185,low,1,retry
pay_00000000000251,order_00000000000251,payment,115360,INR,failed,card,False,customer251@example.com,+919815078212,cust_0000000251,PUNB,GATEWAY_ERROR,Payment was declined by the issuing bank/gateway.,gateway,payment_authorization,payment_declined,BANK_DECLINE,1786993119,1,0.767,0.233,0.679,0.904,0,15,1,349,low,0,retry
pay_00000000000252,order_00000000000252,payment,1816729,INR,failed,upi,False,customer252@example.com,+919863769608,cust_0000000252,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1788399423,1,0.57,0.43,0.561,0.571,0,17,2,185,high,0,retry
pay_00000000000253,order_00000000000253,payment,261954,INR,failed,upi,False,customer253@example.com,+919828782825,cust_0000000253,,GATEWAY_ERROR,Payment was flagged and declined by risk checks.,business,payment_authorization,risk_check_failed,RETRY_LIMIT,1788481197,1,0.838,0.162,0.927,0.772,0,2,5,239,mid,0,retry
pay_00000000000254,order_00000000000254,payment,27347,INR,failed,card,False,customer254@example.com,+919882016051,cust_0000000254,ICIC,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1786200974,4,0.671,0.329,0.609,0.744,2734,3,1,349,low,1,escalate
pay_00000000000255,order_00000000000255,payment,4626753,INR,failed,upi,False,customer255@example.com,+919824271532,cust_0000000255,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1788152022,2,0.534,0.466,0.245,0.92,262,5,6,317,high,0,retry
pay_00000000000256,order_00000000000256,payment,129632,INR,failed,upi,False,customer256@example.com,+919865721070,cust_0000000256,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1787926070,2,0.671,0.329,0.668,0.579,495,5,2,47,low,1,retry
pay_00000000000257,order_00000000000257,payment,105426,INR,failed,card,False,customer257@example.com,+919837670356,cust_0000000257,ICIC,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1787494481,1,0.854,0.146,0.919,0.887,0,22,6,258,low,1,switch_to_upi
pay_00000000000258,order_00000000000258,payment,89494,INR,failed,upi,False,customer258@example.com,+919898493393,cust_0000000258,,SERVER_ERROR,The service was temporarily unavailable.,gateway,payment_processing,internal_error,NETWORK_TIMEOUT,1787758055,1,0.399,0.601,0.675,0.223,0,16,1,252,low,1,retry
pay_00000000000259,order_00000000000259,payment,1163373,INR,failed,card,False,customer259@example.com,+919813901068,cust_0000000259,UTIB,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1786471264,1,0.466,0.534,0.272,0.673,0,23,0,290,high,1,retry
pay_00000000000260,order_00000000000260,payment,359668,INR,failed,card,False,customer260@example.com,+919868500818,cust_0000000260,ICIC,BAD_REQUEST_ERROR,Authentication failed due to incorrect otp.,customer,payment_authentication,incorrect_otp,USER_ABANDONMENT,1787724264,1,0.702,0.298,0.688,0.75,0,2,3,314,mid,1,send_reminder
pay_00000000000261,order_00000000000261,payment,131627,INR,failed,card,False,customer261@example.com,+919849615907,cust_0000000261,KKBK,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1787973309,1,0.709,0.291,0.678,0.702,0,5,6,190,low,1,switch_to_upi
pay_00000000000262,order_00000000000262,payment,770517,INR,failed,upi,False,customer262@example.com,+919873169926,cust_0000000262,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1786516090,1,0.631,0.369,0.724,0.588,0,0,3,37,mid,1,retry
pay_00000000000263,order_00000000000263,payment,58769,INR,failed,card,False,customer263@example.com,+919886555214,cust_0000000263,PUNB,GATEWAY_ERROR,Payment was declined by the issuing bank/gateway.,gateway,payment_authorization,payment_declined,BANK_DECLINE,1786182879,3,0.561,0.439,0.364,0.712,663,15,5,171,low,0,escalate
pay_00000000000264,order_00000000000264,payment,367208,INR,failed,upi,False,customer264@example.com,+919858853980,cust_0000000264,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1788414657,3,0.622,0.378,0.338,0.953,2109,10,5,43,mid,0,escalate
